order_line_id,order_id,customer_id,product_id,quantity,unit_price,order_ts,status,updated_at
OL-000200053,ORD-00066684,CUST-002048,PROD-0398,4,1341.22,2026-09-01 13:00:00,delivered,2026-09-01 17:00:00
OL-000200054,ORD-00066684,CUST-003413,PROD-0109,3,4766.85,2026-09-01 14:00:00,delivered,2026-09-01 18:00:00
OL-000200055,ORD-00066685,CUST-000424,PROD-0854,9,1817.13,2026-09-01 15:00:00,delivered,2026-09-01 19:00:00
OL-000200056,ORD-00066685,CUST-001044,PROD-0098,9,3664.55,2026-09-01 16:00:00,shipped,2026-09-01 12:00:00
OL-000200057,ORD-00066685,CUST-001541,PROD-0590,9,1959.88,2026-09-01 17:00:00,delivered,2026-09-01 13:00:00
OL-000200058,ORD-00066686,CUST-002223,PROD-0664,8,2749.54,2026-09-01 18:00:00,delivered,2026-09-01 14:00:00
OL-000200059,ORD-00066686,CUST-001994,PROD-0494,1,3280.67,2026-09-01 19:00:00,delivered,2026-09-01 15:00:00
OL-000200060,ORD-00066686,CUST-002962,PROD-0211,5,623.81,2026-09-01 08:00:00,delivered,2026-09-01 16:00:00
OL-000200061,ORD-00066687,CUST-002228,PROD-0437,2,3306.21,2026-09-01 09:00:00,delivered,2026-09-01 17:00:00
OL-000200062,ORD-00066687,CUST-000338,PROD-0272,3,1798.76,2026-09-01 10:00:00,delivered,2026-09-01 18:00:00
OL-000200063,ORD-00066687,CUST-002279,PROD-0856,1,534.54,2026-09-01 11:00:00,delivered,2026-09-01 19:00:00
OL-000200064,ORD-00066688,CUST-000840,PROD-0333,1,3062.05,2026-09-01 12:00:00,delivered,2026-09-01 12:00:00
OL-000200065,ORD-00066688,CUST-000047,PROD-0650,7,2295.45,2026-09-01 13:00:00,delivered,2026-09-01 13:00:00
OL-000200066,ORD-00066688,CUST-003803,PROD-0206,4,4305.23,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
OL-000200067,ORD-00066689,CUST-001627,PROD-0041,4,319.34,2026-09-01 15:00:00,delivered,2026-09-01 15:00:00
OL-000200068,ORD-00066689,CUST-000296,PROD-0631,2,1543.48,2026-09-01 16:00:00,delivered,2026-09-01 16:00:00
OL-000200069,ORD-00066689,CUST-001630,PROD-0623,4,1332.56,2026-09-01 17:00:00,shipped,2026-09-01 17:00:00
OL-000200070,ORD-00066690,CUST-001316,PROD-0504,3,3045.81,2026-09-01 18:00:00,delivered,2026-09-01 18:00:00
OL-000200071,ORD-00066690,CUST-002891,PROD-0871,7,4551.83,2026-09-01 19:00:00,delivered,2026-09-01 19:00:00
OL-000200072,ORD-00066690,CUST-002420,PROD-0756,6,2270.54,2026-09-01 08:00:00,shipped,2026-09-01 12:00:00
OL-000200073,ORD-00066691,CUST-003731,PROD-0497,7,3097.81,2026-09-01 09:00:00,delivered,2026-09-01 13:00:00
OL-000200074,ORD-00066691,CUST-000634,PROD-0451,9,3931.7,2026-09-01 10:00:00,placed,2026-09-01 14:00:00
OL-000200075,ORD-00066691,CUST-000461,PROD-0078,3,3714.54,2026-09-01 11:00:00,delivered,2026-09-01 15:00:00
OL-000200076,ORD-00066692,CUST-000082,PROD-0645,8,611.06,2026-09-01 12:00:00,delivered,2026-09-01 16:00:00
OL-000200077,ORD-00066692,CUST-001616,PROD-0237,9,3927.15,2026-09-01 13:00:00,delivered,2026-09-01 17:00:00
OL-000200078,ORD-00066692,CUST-001500,PROD-0105,1,1251.65,2026-09-01 14:00:00,delivered,2026-09-01 18:00:00
OL-000200079,ORD-00066693,CUST-002143,PROD-0614,3,170.9,2026-09-01 15:00:00,placed,2026-09-01 19:00:00
OL-000200080,ORD-00066693,CUST-000156,PROD-0697,2,4188.61,2026-09-01 16:00:00,placed,2026-09-01 12:00:00
OL-000200081,ORD-00066693,CUST-003787,PROD-0441,2,2731.67,2026-09-01 17:00:00,delivered,2026-09-01 13:00:00
OL-000200082,ORD-00066694,CUST-003627,PROD-0593,1,1791.98,2026-09-01 18:00:00,delivered,2026-09-01 14:00:00
OL-000200083,ORD-00066694,CUST-002225,PROD-0024,5,3238.71,2026-09-01 19:00:00,delivered,2026-09-01 15:00:00
OL-000200084,ORD-00066694,CUST-000043,PROD-0061,2,254.36,2026-09-01 08:00:00,placed,2026-09-01 16:00:00
OL-000200085,ORD-00066695,CUST-003872,PROD-0552,5,1302.64,2026-09-01 09:00:00,shipped,2026-09-01 17:00:00
OL-000200086,ORD-00066695,CUST-000133,PROD-0128,6,2228.65,2026-09-01 10:00:00,delivered,2026-09-01 18:00:00
OL-000200087,ORD-00066695,CUST-001111,PROD-0773,7,1536.51,2026-09-01 11:00:00,delivered,2026-09-01 19:00:00
OL-000200088,ORD-00066696,CUST-003031,PROD-0222,6,325.78,2026-09-01 12:00:00,delivered,2026-09-01 12:00:00
OL-000200089,ORD-00066696,CUST-002335,PROD-0460,7,1667.24,2026-09-01 13:00:00,shipped,2026-09-01 13:00:00
OL-000200090,ORD-00066696,CUST-002062,PROD-0192,2,2440.19,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
OL-000200091,ORD-00066697,CUST-001962,PROD-0178,8,2106.9,2026-09-01 15:00:00,shipped,2026-09-01 15:00:00
OL-000200092,ORD-00066697,CUST-002564,PROD-0417,5,1329.68,2026-09-01 16:00:00,shipped,2026-09-01 16:00:00
OL-000200093,ORD-00066697,CUST-000444,PROD-0816,6,1619.36,2026-09-01 17:00:00,delivered,2026-09-01 17:00:00
OL-000200094,ORD-00066698,CUST-001793,PROD-0772,9,2512.12,2026-09-01 18:00:00,delivered,2026-09-01 18:00:00
OL-000200095,ORD-00066698,CUST-003183,PROD-0851,8,3547.64,2026-09-01 19:00:00,delivered,2026-09-01 19:00:00
OL-000200096,ORD-00066698,CUST-003517,PROD-0037,7,3774.89,2026-09-01 08:00:00,placed,2026-09-01 12:00:00
OL-000200097,ORD-00066699,CUST-000780,PROD-0764,1,910.76,2026-09-01 09:00:00,delivered,2026-09-01 13:00:00
OL-000200098,ORD-00066699,CUST-002454,PROD-0525,6,845.97,2026-09-01 10:00:00,delivered,2026-09-01 14:00:00
OL-000200099,ORD-00066699,CUST-001108,PROD-0649,7,2831.32,2026-09-01 11:00:00,shipped,2026-09-01 15:00:00
OL-000200100,ORD-00066700,CUST-002968,PROD-0727,6,1539.25,2026-09-01 12:00:00,placed,2026-09-01 16:00:00
OL-000200101,ORD-00066700,CUST-000249,PROD-0315,9,4208.74,2026-09-01 13:00:00,delivered,2026-09-01 17:00:00
OL-000200102,ORD-00066700,CUST-000492,PROD-0464,3,4289.92,2026-09-01 14:00:00,cancelled,2026-09-01 18:00:00
OL-000200103,ORD-00066701,CUST-002681,PROD-0236,6,1317.12,2026-09-01 15:00:00,placed,2026-09-01 19:00:00
OL-000200104,ORD-00066701,CUST-000706,PROD-0588,2,1365.68,2026-09-01 16:00:00,delivered,2026-09-01 12:00:00
OL-000200105,ORD-00066701,CUST-003825,PROD-0171,9,4168.09,2026-09-01 17:00:00,placed,2026-09-01 13:00:00
OL-000200106,ORD-00066702,CUST-002867,PROD-0612,5,2667.09,2026-09-01 18:00:00,shipped,2026-09-01 14:00:00
OL-000200107,ORD-00066702,CUST-000283,PROD-0381,6,3646.99,2026-09-01 19:00:00,delivered,2026-09-01 15:00:00
OL-000200108,ORD-00066702,CUST-002744,PROD-0493,6,3960.11,2026-09-01 08:00:00,delivered,2026-09-01 16:00:00
OL-000200109,ORD-00066703,CUST-001990,PROD-0426,2,840.85,2026-09-01 09:00:00,shipped,2026-09-01 17:00:00
OL-000200110,ORD-00066703,CUST-000616,PROD-0642,5,406.4,2026-09-01 10:00:00,cancelled,2026-09-01 18:00:00
OL-000200111,ORD-00066703,CUST-003831,PROD-0715,6,1595.51,2026-09-01 11:00:00,delivered,2026-09-01 19:00:00
OL-000200112,ORD-00066704,CUST-003677,PROD-0188,3,3955.94,2026-09-01 12:00:00,delivered,2026-09-01 12:00:00
OL-000200113,ORD-00066704,CUST-002240,PROD-0848,6,552.34,2026-09-01 13:00:00,delivered,2026-09-01 13:00:00
OL-000200114,ORD-00066704,CUST-003773,PROD-0304,1,1904.9,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
OL-000200115,ORD-00066705,CUST-002257,PROD-0602,4,1050.13,2026-09-01 15:00:00,delivered,2026-09-01 15:00:00
OL-000200116,ORD-00066705,CUST-000978,PROD-0327,6,1191.11,2026-09-01 16:00:00,shipped,2026-09-01 16:00:00
OL-000200117,ORD-00066705,CUST-003833,PROD-0117,2,1464.71,2026-09-01 17:00:00,delivered,2026-09-01 17:00:00
OL-000200118,ORD-00066706,CUST-000167,PROD-0032,6,700.68,2026-09-01 18:00:00,shipped,2026-09-01 18:00:00
OL-000200119,ORD-00066706,CUST-000042,PROD-0400,6,1107.65,2026-09-01 19:00:00,delivered,2026-09-01 19:00:00
OL-000200120,ORD-00066706,CUST-001298,PROD-0875,1,3586.22,2026-09-01 08:00:00,placed,2026-09-01 12:00:00
OL-000200121,ORD-00066707,CUST-000510,PROD-0244,8,1988.07,2026-09-01 09:00:00,delivered,2026-09-01 13:00:00
OL-000200122,ORD-00066707,CUST-002996,PROD-0782,1,4459.51,2026-09-01 10:00:00,delivered,2026-09-01 14:00:00
OL-000200123,ORD-00066707,CUST-002153,PROD-0255,6,503.8,2026-09-01 11:00:00,shipped,2026-09-01 15:00:00
OL-000200124,ORD-00066708,CUST-001856,PROD-0099,5,3901.26,2026-09-01 12:00:00,delivered,2026-09-01 16:00:00
OL-000200125,ORD-00066708,CUST-003223,PROD-0764,6,3482.08,2026-09-01 13:00:00,delivered,2026-09-01 17:00:00
OL-000200126,ORD-00066708,CUST-002764,PROD-0660,7,4049.36,2026-09-01 14:00:00,delivered,2026-09-01 18:00:00
OL-000200127,ORD-00066709,CUST-003911,PROD-0095,6,3197.71,2026-09-01 15:00:00,delivered,2026-09-01 19:00:00
OL-000200128,ORD-00066709,CUST-003722,PROD-0361,5,1248.7,2026-09-01 16:00:00,delivered,2026-09-01 12:00:00
OL-000200129,ORD-00066709,CUST-000361,PROD-0775,8,2780.49,2026-09-01 17:00:00,delivered,2026-09-01 13:00:00
OL-000200130,ORD-00066710,CUST-001572,PROD-0301,1,1092.05,2026-09-01 18:00:00,shipped,2026-09-01 14:00:00
OL-000200131,ORD-00066710,CUST-003280,PROD-0168,8,3870.95,2026-09-01 19:00:00,delivered,2026-09-01 15:00:00
OL-000200132,ORD-00066710,CUST-003668,PROD-0360,9,3698.87,2026-09-01 08:00:00,delivered,2026-09-01 16:00:00
OL-000200133,ORD-00066711,CUST-000990,PROD-0669,3,241.28,2026-09-01 09:00:00,placed,2026-09-01 17:00:00
OL-000200134,ORD-00066711,CUST-000699,PROD-0491,6,2013.35,2026-09-01 10:00:00,delivered,2026-09-01 18:00:00
OL-000200135,ORD-00066711,CUST-000481,PROD-0466,8,2676.29,2026-09-01 11:00:00,delivered,2026-09-01 19:00:00
OL-000200136,ORD-00066712,CUST-003629,PROD-0727,1,2054.27,2026-09-01 12:00:00,delivered,2026-09-01 12:00:00
OL-000200137,ORD-00066712,CUST-002992,PROD-0456,9,3638.72,2026-09-01 13:00:00,shipped,2026-09-01 13:00:00
OL-000200138,ORD-00066712,CUST-003580,PROD-0393,6,1181.9,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
OL-000200139,ORD-00066713,CUST-002174,PROD-0869,6,3514.38,2026-09-01 15:00:00,delivered,2026-09-01 15:00:00
OL-000200140,ORD-00066713,CUST-003634,PROD-0293,2,1700.79,2026-09-01 16:00:00,delivered,2026-09-01 16:00:00
OL-000200141,ORD-00066713,CUST-001526,PROD-0549,6,3112.83,2026-09-01 17:00:00,delivered,2026-09-01 17:00:00
OL-000200142,ORD-00066714,CUST-003417,PROD-0015,8,2490.63,2026-09-01 18:00:00,cancelled,2026-09-01 18:00:00
OL-000200143,ORD-00066714,CUST-002260,PROD-0447,3,3308.7,2026-09-01 19:00:00,placed,2026-09-01 19:00:00
OL-000200144,ORD-00066714,CUST-002803,PROD-0167,5,4413.68,2026-09-01 08:00:00,delivered,2026-09-01 12:00:00
OL-000200145,ORD-00066715,CUST-001626,PROD-0467,7,4270.0,2026-09-01 09:00:00,delivered,2026-09-01 13:00:00
OL-000200146,ORD-00066715,CUST-002539,PROD-0451,3,824.37,2026-09-01 10:00:00,delivered,2026-09-01 14:00:00
OL-000200147,ORD-00066715,CUST-002287,PROD-0266,2,943.54,2026-09-01 11:00:00,cancelled,2026-09-01 15:00:00
OL-000200148,ORD-00066716,CUST-003752,PROD-0317,2,943.12,2026-09-01 12:00:00,shipped,2026-09-01 16:00:00
OL-000200149,ORD-00066716,CUST-000052,PROD-0465,8,1569.3,2026-09-01 13:00:00,delivered,2026-09-01 17:00:00
OL-000200150,ORD-00066716,CUST-000512,PROD-0002,6,458.02,2026-09-01 14:00:00,delivered,2026-09-01 18:00:00
OL-000200151,ORD-00066717,CUST-002831,PROD-0600,2,4616.87,2026-09-01 15:00:00,shipped,2026-09-01 19:00:00
OL-000200152,ORD-00066717,CUST-001143,PROD-0757,1,3225.67,2026-09-01 16:00:00,delivered,2026-09-01 12:00:00
OL-000200153,ORD-00066717,CUST-000501,PROD-0222,4,4343.31,2026-09-01 17:00:00,delivered,2026-09-01 13:00:00
OL-000200154,ORD-00066718,CUST-001082,PROD-0848,8,1035.42,2026-09-01 18:00:00,delivered,2026-09-01 14:00:00
OL-000200155,ORD-00066718,CUST-002878,PROD-0023,5,493.47,2026-09-01 19:00:00,shipped,2026-09-01 15:00:00
OL-000200156,ORD-00066718,CUST-000873,PROD-0283,6,4791.55,2026-09-01 08:00:00,delivered,2026-09-01 16:00:00
OL-000200157,ORD-00066719,CUST-002491,PROD-0426,7,3518.74,2026-09-01 09:00:00,placed,2026-09-01 17:00:00
OL-000200158,ORD-00066719,CUST-001079,PROD-0440,5,4555.84,2026-09-01 10:00:00,shipped,2026-09-01 18:00:00
OL-000200159,ORD-00066719,CUST-001697,PROD-0324,2,410.66,2026-09-01 11:00:00,shipped,2026-09-01 19:00:00
OL-000200160,ORD-00066720,CUST-003416,PROD-0124,4,2012.37,2026-09-01 12:00:00,delivered,2026-09-01 12:00:00
OL-000200161,ORD-00066720,CUST-000718,PROD-0026,6,1942.44,2026-09-01 13:00:00,shipped,2026-09-01 13:00:00
OL-000200162,ORD-00066720,CUST-003033,PROD-0049,2,1890.85,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
OL-000200163,ORD-00066721,CUST-002982,PROD-0806,8,3554.97,2026-09-01 15:00:00,delivered,2026-09-01 15:00:00
OL-000200164,ORD-00066721,CUST-000944,PROD-0319,3,3566.01,2026-09-01 16:00:00,shipped,2026-09-01 16:00:00
OL-000200165,ORD-00066721,CUST-001556,PROD-0795,1,327.89,2026-09-01 17:00:00,delivered,2026-09-01 17:00:00
OL-000200166,ORD-00066722,CUST-001124,PROD-0666,3,4583.01,2026-09-01 18:00:00,cancelled,2026-09-01 18:00:00
OL-000200167,ORD-00066722,CUST-001120,PROD-0482,8,338.74,2026-09-01 19:00:00,shipped,2026-09-01 19:00:00
OL-000200168,ORD-00066722,CUST-002739,PROD-0217,6,1006.31,2026-09-01 08:00:00,delivered,2026-09-01 12:00:00
OL-000200169,ORD-00066723,CUST-000656,PROD-0514,6,2689.92,2026-09-01 09:00:00,delivered,2026-09-01 13:00:00
OL-000200170,ORD-00066723,CUST-002060,PROD-0112,9,1439.23,2026-09-01 10:00:00,delivered,2026-09-01 14:00:00
OL-000200171,ORD-00066723,CUST-000291,PROD-0768,8,1535.53,2026-09-01 11:00:00,shipped,2026-09-01 15:00:00
OL-000200172,ORD-00066724,CUST-003640,PROD-0361,3,4745.34,2026-09-01 12:00:00,delivered,2026-09-01 16:00:00
OL-000200173,ORD-00066724,CUST-000126,PROD-0738,7,663.26,2026-09-01 13:00:00,delivered,2026-09-01 17:00:00
OL-000200174,ORD-00066724,CUST-001061,PROD-0513,3,2421.01,2026-09-01 14:00:00,delivered,2026-09-01 18:00:00
OL-000200175,ORD-00066725,CUST-001571,PROD-0442,6,3638.16,2026-09-01 15:00:00,delivered,2026-09-01 19:00:00
OL-000200176,ORD-00066725,CUST-001993,PROD-0860,5,278.07,2026-09-01 16:00:00,delivered,2026-09-01 12:00:00
OL-000200177,ORD-00066725,CUST-001715,PROD-0590,1,2847.23,2026-09-01 17:00:00,delivered,2026-09-01 13:00:00
OL-000200178,ORD-00066726,CUST-000707,PROD-0309,1,585.27,2026-09-01 18:00:00,delivered,2026-09-01 14:00:00
OL-000200179,ORD-00066726,CUST-000902,PROD-0220,6,3059.26,2026-09-01 19:00:00,placed,2026-09-01 15:00:00
OL-000200180,ORD-00066726,CUST-000333,PROD-0698,6,1604.25,2026-09-01 08:00:00,delivered,2026-09-01 16:00:00
OL-000200181,ORD-00066727,CUST-003677,PROD-0161,2,3445.76,2026-09-01 09:00:00,delivered,2026-09-01 17:00:00
OL-000200182,ORD-00066727,CUST-003946,PROD-0538,7,887.73,2026-09-01 10:00:00,delivered,2026-09-01 18:00:00
OL-000200183,ORD-00066727,CUST-000193,PROD-0014,6,4043.97,2026-09-01 11:00:00,placed,2026-09-01 19:00:00
OL-000200184,ORD-00066728,CUST-000340,PROD-0770,6,2771.26,2026-09-01 12:00:00,placed,2026-09-01 12:00:00
OL-000200185,ORD-00066728,CUST-002929,PROD-0531,5,2936.26,2026-09-01 13:00:00,delivered,2026-09-01 13:00:00
OL-000200186,ORD-00066728,CUST-002849,PROD-0105,3,3049.35,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
OL-000200187,ORD-00066729,CUST-000804,PROD-0848,9,2116.33,2026-09-01 15:00:00,shipped,2026-09-01 15:00:00
OL-000200188,ORD-00066729,CUST-001119,PROD-0526,6,3333.32,2026-09-01 16:00:00,placed,2026-09-01 16:00:00
OL-000200189,ORD-00066729,CUST-000029,PROD-0018,7,1896.25,2026-09-01 17:00:00,delivered,2026-09-01 17:00:00
OL-000200190,ORD-00066730,CUST-000504,PROD-0603,2,2175.4,2026-09-01 18:00:00,placed,2026-09-01 18:00:00
OL-000200191,ORD-00066730,CUST-000370,PROD-0636,1,2266.01,2026-09-01 19:00:00,shipped,2026-09-01 19:00:00
OL-000200192,ORD-00066730,CUST-002242,PROD-0485,2,246.57,2026-09-01 08:00:00,shipped,2026-09-01 12:00:00
OL-000200193,ORD-00066731,CUST-001242,PROD-0531,5,3144.04,2026-09-01 09:00:00,delivered,2026-09-01 13:00:00
OL-000200194,ORD-00066731,CUST-003295,PROD-0254,4,521.69,2026-09-01 10:00:00,delivered,2026-09-01 14:00:00
OL-000200195,ORD-00066731,CUST-003417,PROD-0549,9,1371.66,2026-09-01 11:00:00,delivered,2026-09-01 15:00:00
OL-000200196,ORD-00066732,CUST-001544,PROD-0098,9,1229.87,2026-09-01 12:00:00,cancelled,2026-09-01 16:00:00
OL-000200197,ORD-00066732,CUST-003996,PROD-0608,6,1412.11,2026-09-01 13:00:00,shipped,2026-09-01 17:00:00
OL-000200198,ORD-00066732,CUST-001647,PROD-0717,5,4402.56,2026-09-01 14:00:00,delivered,2026-09-01 18:00:00
OL-000200199,ORD-00066733,CUST-000444,PROD-0132,5,1514.76,2026-09-01 15:00:00,delivered,2026-09-01 19:00:00
OL-000200200,ORD-00066733,CUST-001871,PROD-0308,6,331.02,2026-09-01 16:00:00,cancelled,2026-09-01 12:00:00
OL-000200201,ORD-00066733,CUST-002401,PROD-0863,1,2246.4,2026-09-01 17:00:00,placed,2026-09-01 13:00:00
OL-000200202,ORD-00066734,CUST-000140,PROD-0339,9,2223.73,2026-09-01 18:00:00,delivered,2026-09-01 14:00:00
OL-000200203,ORD-00066734,CUST-001742,PROD-0161,6,1002.07,2026-09-01 19:00:00,delivered,2026-09-01 15:00:00
OL-000200204,ORD-00066734,CUST-001416,PROD-0704,9,303.42,2026-09-01 08:00:00,shipped,2026-09-01 16:00:00
OL-000200205,ORD-00066735,CUST-002394,PROD-0133,1,4460.02,2026-09-01 09:00:00,placed,2026-09-01 17:00:00
OL-000200206,ORD-00066735,CUST-003360,PROD-0673,7,1689.92,2026-09-01 10:00:00,placed,2026-09-01 18:00:00
OL-000200207,ORD-00066735,CUST-000009,PROD-0859,2,4263.81,2026-09-01 11:00:00,shipped,2026-09-01 19:00:00
OL-000200208,ORD-00066736,CUST-002872,PROD-0572,1,406.93,2026-09-01 12:00:00,delivered,2026-09-01 12:00:00
OL-000200209,ORD-00066736,CUST-001720,PROD-0197,8,122.43,2026-09-01 13:00:00,placed,2026-09-01 13:00:00
OL-000200210,ORD-00066736,CUST-003119,PROD-0081,2,1309.57,2026-09-01 14:00:00,delivered,2026-09-01 14:00:00
