order_line_id,order_id,customer_id,product_id,quantity,unit_price,order_ts,status,updated_at
OL-000300046,ORD-00100015,CUST-001846,PROD-0500,8,956.41,2026-09-02 18:00:00,delivered,2026-09-02 18:00:00
OL-000300047,ORD-00100015,CUST-003597,PROD-0456,5,3343.3,2026-09-02 19:00:00,delivered,2026-09-02 19:00:00
OL-000300048,ORD-00100016,CUST-000460,PROD-0822,7,2368.76,2026-09-02 08:00:00,delivered,2026-09-02 12:00:00
OL-000300049,ORD-00100016,CUST-000922,PROD-0492,4,1298.28,2026-09-02 09:00:00,delivered,2026-09-02 13:00:00
OL-000300050,ORD-00100016,CUST-001490,PROD-0231,3,1734.27,2026-09-02 10:00:00,delivered,2026-09-02 14:00:00
OL-000300051,ORD-00100017,CUST-001119,PROD-0552,5,274.45,2026-09-02 11:00:00,delivered,2026-09-02 15:00:00
OL-000300052,ORD-00100017,CUST-000944,PROD-0822,7,575.53,2026-09-02 12:00:00,delivered,2026-09-02 16:00:00
OL-000300053,ORD-00100017,CUST-002614,PROD-0216,1,928.73,2026-09-02 13:00:00,delivered,2026-09-02 17:00:00
OL-000300054,ORD-00100018,CUST-002607,PROD-0897,6,3201.39,2026-09-02 14:00:00,delivered,2026-09-02 18:00:00
OL-000300055,ORD-00100018,CUST-000023,PROD-0587,8,2446.35,2026-09-02 15:00:00,delivered,2026-09-02 19:00:00
OL-000300056,ORD-00100018,CUST-000912,PROD-0777,5,906.76,2026-09-02 16:00:00,delivered,2026-09-02 12:00:00
OL-000300057,ORD-00100019,CUST-000693,PROD-0062,1,4531.65,2026-09-02 17:00:00,delivered,2026-09-02 13:00:00
OL-000300058,ORD-00100019,CUST-002837,PROD-0075,8,347.14,2026-09-02 18:00:00,delivered,2026-09-02 14:00:00
OL-000300059,ORD-00100019,CUST-001061,PROD-0064,2,878.71,2026-09-02 19:00:00,delivered,2026-09-02 15:00:00
OL-000300060,ORD-00100020,CUST-000317,PROD-0817,9,245.23,2026-09-02 08:00:00,placed,2026-09-02 16:00:00
OL-000300061,ORD-00100020,CUST-002921,PROD-0572,1,2703.1,2026-09-02 09:00:00,delivered,2026-09-02 17:00:00
OL-000300062,ORD-00100020,CUST-002211,PROD-0340,8,643.48,2026-09-02 10:00:00,delivered,2026-09-02 18:00:00
OL-000300063,ORD-00100021,CUST-000183,PROD-0011,9,2400.42,2026-09-02 11:00:00,delivered,2026-09-02 19:00:00
OL-000300064,ORD-00100021,CUST-000463,PROD-0816,9,3108.98,2026-09-02 12:00:00,delivered,2026-09-02 12:00:00
OL-000300065,ORD-00100021,CUST-002368,PROD-0565,4,3073.07,2026-09-02 13:00:00,delivered,2026-09-02 13:00:00
OL-000300066,ORD-00100022,CUST-003797,PROD-0848,1,1939.43,2026-09-02 14:00:00,delivered,2026-09-02 14:00:00
OL-000300067,ORD-00100022,CUST-002183,PROD-0389,4,4721.79,2026-09-02 15:00:00,shipped,2026-09-02 15:00:00
OL-000300068,ORD-00100022,CUST-000548,PROD-0213,9,3740.55,2026-09-02 16:00:00,placed,2026-09-02 16:00:00
OL-000300069,ORD-00100023,CUST-003305,PROD-0832,5,1426.75,2026-09-02 17:00:00,delivered,2026-09-02 17:00:00
OL-000300070,ORD-00100023,CUST-002095,PROD-0391,6,519.84,2026-09-02 18:00:00,delivered,2026-09-02 18:00:00
OL-000300071,ORD-00100023,CUST-001727,PROD-0015,1,1673.94,2026-09-02 19:00:00,delivered,2026-09-02 19:00:00
OL-000300072,ORD-00100024,CUST-000057,PROD-0405,8,1992.49,2026-09-02 08:00:00,shipped,2026-09-02 12:00:00
OL-000300073,ORD-00100024,CUST-001307,PROD-0438,4,3667.65,2026-09-02 09:00:00,delivered,2026-09-02 13:00:00
OL-000300074,ORD-00100024,CUST-001601,PROD-0335,6,4228.18,2026-09-02 10:00:00,delivered,2026-09-02 14:00:00
OL-000300075,ORD-00100025,CUST-002409,PROD-0376,9,2635.68,2026-09-02 11:00:00,shipped,2026-09-02 15:00:00
OL-000300076,ORD-00100025,CUST-002001,PROD-0731,1,2377.79,2026-09-02 12:00:00,delivered,2026-09-02 16:00:00
OL-000300077,ORD-00100025,CUST-001256,PROD-0248,2,4624.43,2026-09-02 13:00:00,delivered,2026-09-02 17:00:00
OL-000300078,ORD-00100026,CUST-002176,PROD-0218,5,2775.45,2026-09-02 14:00:00,delivered,2026-09-02 18:00:00
OL-000300079,ORD-00100026,CUST-002007,PROD-0317,2,4741.34,2026-09-02 15:00:00,shipped,2026-09-02 19:00:00
OL-000300080,ORD-00100026,CUST-001126,PROD-0008,4,1644.6,2026-09-02 16:00:00,placed,2026-09-02 12:00:00
OL-000300081,ORD-00100027,CUST-001933,PROD-0573,2,2058.12,2026-09-02 17:00:00,delivered,2026-09-02 13:00:00
OL-000300082,ORD-00100027,CUST-000956,PROD-0724,4,2955.42,2026-09-02 18:00:00,delivered,2026-09-02 14:00:00
OL-000300083,ORD-00100027,CUST-003760,PROD-0309,4,2390.65,2026-09-02 19:00:00,delivered,2026-09-02 15:00:00
OL-000300084,ORD-00100028,CUST-001622,PROD-0309,3,4752.75,2026-09-02 08:00:00,delivered,2026-09-02 16:00:00
OL-000300085,ORD-00100028,CUST-001517,PROD-0533,9,3007.34,2026-09-02 09:00:00,placed,2026-09-02 17:00:00
OL-000300086,ORD-00100028,CUST-000188,PROD-0797,5,485.0,2026-09-02 10:00:00,placed,2026-09-02 18:00:00
OL-000300087,ORD-00100029,CUST-000093,PROD-0772,9,1750.87,2026-09-02 11:00:00,delivered,2026-09-02 19:00:00
OL-000300088,ORD-00100029,CUST-003908,PROD-0164,8,1760.42,2026-09-02 12:00:00,placed,2026-09-02 12:00:00
OL-000300089,ORD-00100029,CUST-002990,PROD-0662,3,1331.69,2026-09-02 13:00:00,delivered,2026-09-02 13:00:00
OL-000300090,ORD-00100030,CUST-002237,PROD-0070,1,3792.2,2026-09-02 14:00:00,placed,2026-09-02 14:00:00
OL-000300091,ORD-00100030,CUST-002873,PROD-0265,7,4513.37,2026-09-02 15:00:00,placed,2026-09-02 15:00:00
OL-000300092,ORD-00100030,CUST-001885,PROD-0643,2,3131.6,2026-09-02 16:00:00,cancelled,2026-09-02 16:00:00
OL-000300093,ORD-00100031,CUST-000134,PROD-0836,4,1559.09,2026-09-02 17:00:00,shipped,2026-09-02 17:00:00
OL-000300094,ORD-00100031,CUST-001167,PROD-0443,7,4136.66,2026-09-02 18:00:00,delivered,2026-09-02 18:00:00
OL-000300095,ORD-00100031,CUST-003813,PROD-0773,5,192.79,2026-09-02 19:00:00,shipped,2026-09-02 19:00:00
OL-000300096,ORD-00100032,CUST-003174,PROD-0522,8,1895.7,2026-09-02 08:00:00,delivered,2026-09-02 12:00:00
OL-000300097,ORD-00100032,CUST-003255,PROD-0379,4,1604.5,2026-09-02 09:00:00,delivered,2026-09-02 13:00:00
OL-000300098,ORD-00100032,CUST-002977,PROD-0530,1,833.93,2026-09-02 10:00:00,delivered,2026-09-02 14:00:00
OL-000300099,ORD-00100033,CUST-002363,PROD-0815,9,1943.04,2026-09-02 11:00:00,shipped,2026-09-02 15:00:00
OL-000300100,ORD-00100033,CUST-002829,PROD-0526,7,1453.43,2026-09-02 12:00:00,cancelled,2026-09-02 16:00:00
OL-000300101,ORD-00100033,CUST-003408,PROD-0180,2,1715.53,2026-09-02 13:00:00,delivered,2026-09-02 17:00:00
OL-000300102,ORD-00100034,CUST-003811,PROD-0318,2,3269.54,2026-09-02 14:00:00,shipped,2026-09-02 18:00:00
OL-000300103,ORD-00100034,CUST-000321,PROD-0049,1,805.99,2026-09-02 15:00:00,delivered,2026-09-02 19:00:00
OL-000300104,ORD-00100034,CUST-000530,PROD-0261,1,970.24,2026-09-02 16:00:00,delivered,2026-09-02 12:00:00
OL-000300105,ORD-00100035,CUST-000233,PROD-0731,7,1725.69,2026-09-02 17:00:00,delivered,2026-09-02 13:00:00
OL-000300106,ORD-00100035,CUST-003068,PROD-0567,9,3036.81,2026-09-02 18:00:00,shipped,2026-09-02 14:00:00
OL-000300107,ORD-00100035,CUST-000498,PROD-0467,1,286.7,2026-09-02 19:00:00,delivered,2026-09-02 15:00:00
OL-000300108,ORD-00100036,CUST-003953,PROD-0755,9,4485.95,2026-09-02 08:00:00,shipped,2026-09-02 16:00:00
OL-000300109,ORD-00100036,CUST-002886,PROD-0832,6,729.16,2026-09-02 09:00:00,delivered,2026-09-02 17:00:00
OL-000300110,ORD-00100036,CUST-000197,PROD-0412,2,2435.31,2026-09-02 10:00:00,shipped,2026-09-02 18:00:00
OL-000300111,ORD-00100037,CUST-001701,PROD-0362,5,3341.41,2026-09-02 11:00:00,delivered,2026-09-02 19:00:00
OL-000300112,ORD-00100037,CUST-002254,PROD-0295,8,3569.19,2026-09-02 12:00:00,placed,2026-09-02 12:00:00
OL-000300113,ORD-00100037,CUST-002415,PROD-0174,8,832.07,2026-09-02 13:00:00,delivered,2026-09-02 13:00:00
OL-000300114,ORD-00100038,CUST-002983,PROD-0033,6,4355.34,2026-09-02 14:00:00,shipped,2026-09-02 14:00:00
OL-000300115,ORD-00100038,CUST-002728,PROD-0027,9,3261.11,2026-09-02 15:00:00,delivered,2026-09-02 15:00:00
OL-000300116,ORD-00100038,CUST-001665,PROD-0814,7,1487.83,2026-09-02 16:00:00,delivered,2026-09-02 16:00:00
OL-000300117,ORD-00100039,CUST-003063,PROD-0096,1,1950.39,2026-09-02 17:00:00,delivered,2026-09-02 17:00:00
OL-000300118,ORD-00100039,CUST-000177,PROD-0574,4,4394.38,2026-09-02 18:00:00,cancelled,2026-09-02 18:00:00
OL-000300119,ORD-00100039,CUST-000849,PROD-0382,2,3606.51,2026-09-02 19:00:00,placed,2026-09-02 19:00:00
OL-000300120,ORD-00100040,CUST-002671,PROD-0433,1,1356.9,2026-09-02 08:00:00,cancelled,2026-09-02 12:00:00
OL-000300121,ORD-00100040,CUST-002642,PROD-0353,2,2943.22,2026-09-02 09:00:00,delivered,2026-09-02 13:00:00
OL-000300122,ORD-00100040,CUST-000590,PROD-0152,5,4730.86,2026-09-02 10:00:00,shipped,2026-09-02 14:00:00
OL-000300123,ORD-00100041,CUST-000285,PROD-0163,7,3034.7,2026-09-02 11:00:00,shipped,2026-09-02 15:00:00
OL-000300124,ORD-00100041,CUST-002998,PROD-0088,5,1576.01,2026-09-02 12:00:00,delivered,2026-09-02 16:00:00
OL-000300125,ORD-00100041,CUST-002148,PROD-0849,3,4549.87,2026-09-02 13:00:00,delivered,2026-09-02 17:00:00
OL-000300126,ORD-00100042,CUST-002958,PROD-0292,1,1954.42,2026-09-02 14:00:00,delivered,2026-09-02 18:00:00
OL-000300127,ORD-00100042,CUST-001004,PROD-0060,1,3086.57,2026-09-02 15:00:00,delivered,2026-09-02 19:00:00
OL-000300128,ORD-00100042,CUST-003071,PROD-0367,7,3387.85,2026-09-02 16:00:00,delivered,2026-09-02 12:00:00
OL-000300129,ORD-00100043,CUST-001294,PROD-0636,4,3771.43,2026-09-02 17:00:00,delivered,2026-09-02 13:00:00
OL-000300130,ORD-00100043,CUST-003035,PROD-0191,1,3577.15,2026-09-02 18:00:00,delivered,2026-09-02 14:00:00
OL-000300131,ORD-00100043,CUST-002524,PROD-0336,8,4373.75,2026-09-02 19:00:00,shipped,2026-09-02 15:00:00
OL-000300132,ORD-00100044,CUST-000045,PROD-0306,4,284.63,2026-09-02 08:00:00,delivered,2026-09-02 16:00:00
OL-000300133,ORD-00100044,CUST-003015,PROD-0446,1,4659.4,2026-09-02 09:00:00,delivered,2026-09-02 17:00:00
OL-000300134,ORD-00100044,CUST-003685,PROD-0629,7,2066.02,2026-09-02 10:00:00,delivered,2026-09-02 18:00:00
OL-000300135,ORD-00100045,CUST-002345,PROD-0836,6,3084.48,2026-09-02 11:00:00,delivered,2026-09-02 19:00:00
OL-000300136,ORD-00100045,CUST-000235,PROD-0859,1,4618.7,2026-09-02 12:00:00,delivered,2026-09-02 12:00:00
OL-000300137,ORD-00100045,CUST-003067,PROD-0811,8,3083.75,2026-09-02 13:00:00,delivered,2026-09-02 13:00:00
OL-000300138,ORD-00100046,CUST-002970,PROD-0700,7,2033.79,2026-09-02 14:00:00,delivered,2026-09-02 14:00:00
OL-000300139,ORD-00100046,CUST-003301,PROD-0504,3,3901.45,2026-09-02 15:00:00,delivered,2026-09-02 15:00:00
OL-000300140,ORD-00100046,CUST-000710,PROD-0147,4,3848.3,2026-09-02 16:00:00,delivered,2026-09-02 16:00:00
OL-000300141,ORD-00100047,CUST-002859,PROD-0074,8,3638.93,2026-09-02 17:00:00,cancelled,2026-09-02 17:00:00
OL-000300142,ORD-00100047,CUST-003510,PROD-0895,1,3034.0,2026-09-02 18:00:00,delivered,2026-09-02 18:00:00
OL-000300143,ORD-00100047,CUST-001054,PROD-0578,9,4757.0,2026-09-02 19:00:00,delivered,2026-09-02 19:00:00
OL-000300144,ORD-00100048,CUST-003717,PROD-0369,7,3896.39,2026-09-02 08:00:00,delivered,2026-09-02 12:00:00
OL-000300145,ORD-00100048,CUST-002912,PROD-0725,2,3089.43,2026-09-02 09:00:00,shipped,2026-09-02 13:00:00
OL-000300146,ORD-00100048,CUST-000718,PROD-0859,6,4076.72,2026-09-02 10:00:00,delivered,2026-09-02 14:00:00
OL-000300147,ORD-00100049,CUST-000373,PROD-0024,3,2368.71,2026-09-02 11:00:00,delivered,2026-09-02 15:00:00
OL-000300148,ORD-00100049,CUST-002865,PROD-0831,2,911.94,2026-09-02 12:00:00,shipped,2026-09-02 16:00:00
OL-000300149,ORD-00100049,CUST-003375,PROD-0692,9,1884.18,2026-09-02 13:00:00,shipped,2026-09-02 17:00:00
OL-000300150,ORD-00100050,CUST-001388,PROD-0781,4,636.55,2026-09-02 14:00:00,delivered,2026-09-02 18:00:00
OL-000300151,ORD-00100050,CUST-000426,PROD-0884,6,3982.49,2026-09-02 15:00:00,delivered,2026-09-02 19:00:00
OL-000300152,ORD-00100050,CUST-000661,PROD-0745,3,2275.17,2026-09-02 16:00:00,delivered,2026-09-02 12:00:00
OL-000300153,ORD-00100051,CUST-002139,PROD-0321,4,2709.25,2026-09-02 17:00:00,delivered,2026-09-02 13:00:00
OL-000300154,ORD-00100051,CUST-001697,PROD-0311,8,224.17,2026-09-02 18:00:00,placed,2026-09-02 14:00:00
OL-000300155,ORD-00100051,CUST-002629,PROD-0888,9,4381.23,2026-09-02 19:00:00,shipped,2026-09-02 15:00:00
OL-000300156,ORD-00100052,CUST-000686,PROD-0699,8,2936.45,2026-09-02 08:00:00,shipped,2026-09-02 16:00:00
OL-000300157,ORD-00100052,CUST-002816,PROD-0777,7,1672.42,2026-09-02 09:00:00,shipped,2026-09-02 17:00:00
OL-000300158,ORD-00100052,CUST-001026,PROD-0164,7,408.88,2026-09-02 10:00:00,delivered,2026-09-02 18:00:00
OL-000300159,ORD-00100053,CUST-000344,PROD-0478,7,2645.35,2026-09-02 11:00:00,delivered,2026-09-02 19:00:00
OL-000300160,ORD-00100053,CUST-001408,PROD-0651,2,3479.12,2026-09-02 12:00:00,delivered,2026-09-02 12:00:00
OL-000300161,ORD-00100053,CUST-003606,PROD-0280,1,930.76,2026-09-02 13:00:00,shipped,2026-09-02 13:00:00
OL-000300162,ORD-00100054,CUST-001104,PROD-0686,2,3660.52,2026-09-02 14:00:00,shipped,2026-09-02 14:00:00
OL-000300163,ORD-00100054,CUST-001390,PROD-0003,7,4199.37,2026-09-02 15:00:00,delivered,2026-09-02 15:00:00
OL-000300164,ORD-00100054,CUST-001955,PROD-0575,1,282.15,2026-09-02 16:00:00,shipped,2026-09-02 16:00:00
OL-000300165,ORD-00100055,CUST-003310,PROD-0130,8,2739.82,2026-09-02 17:00:00,delivered,2026-09-02 17:00:00
OL-000300166,ORD-00100055,CUST-001421,PROD-0014,4,245.09,2026-09-02 18:00:00,delivered,2026-09-02 18:00:00
OL-000300167,ORD-00100055,CUST-003066,PROD-0305,6,757.65,2026-09-02 19:00:00,placed,2026-09-02 19:00:00
OL-000300168,ORD-00100056,CUST-001061,PROD-0882,9,4680.96,2026-09-02 08:00:00,placed,2026-09-02 12:00:00
OL-000300169,ORD-00100056,CUST-001370,PROD-0028,2,4709.11,2026-09-02 09:00:00,delivered,2026-09-02 13:00:00
OL-000300170,ORD-00100056,CUST-001749,PROD-0629,3,3814.0,2026-09-02 10:00:00,placed,2026-09-02 14:00:00
OL-000300171,ORD-00100057,CUST-001502,PROD-0331,8,2544.45,2026-09-02 11:00:00,shipped,2026-09-02 15:00:00
OL-000300172,ORD-00100057,CUST-003368,PROD-0082,8,2809.91,2026-09-02 12:00:00,delivered,2026-09-02 16:00:00
OL-000300173,ORD-00100057,CUST-001234,PROD-0503,5,4497.37,2026-09-02 13:00:00,shipped,2026-09-02 17:00:00
OL-000300174,ORD-00100058,CUST-000718,PROD-0230,7,1980.95,2026-09-02 14:00:00,shipped,2026-09-02 18:00:00
OL-000300175,ORD-00100058,CUST-000029,PROD-0470,1,4705.65,2026-09-02 15:00:00,delivered,2026-09-02 19:00:00
OL-000300176,ORD-00100058,CUST-001342,PROD-0332,2,2887.92,2026-09-02 16:00:00,delivered,2026-09-02 12:00:00
OL-000300177,ORD-00100059,CUST-002062,PROD-0412,3,2964.75,2026-09-02 17:00:00,shipped,2026-09-02 13:00:00
OL-000300178,ORD-00100059,CUST-001988,PROD-0764,3,4064.29,2026-09-02 18:00:00,shipped,2026-09-02 14:00:00
OL-000300179,ORD-00100059,CUST-003233,PROD-0209,1,3109.66,2026-09-02 19:00:00,delivered,2026-09-02 15:00:00
OL-000300180,ORD-00100060,CUST-002899,PROD-0589,3,1865.03,2026-09-02 08:00:00,delivered,2026-09-02 16:00:00
OL-000300181,ORD-00100060,CUST-003832,PROD-0794,3,167.58,2026-09-02 09:00:00,delivered,2026-09-02 17:00:00
OL-000300182,ORD-00100060,CUST-003541,PROD-0893,2,4706.51,2026-09-02 10:00:00,delivered,2026-09-02 18:00:00
OL-000300183,ORD-00100061,CUST-000375,PROD-0802,5,3139.51,2026-09-02 11:00:00,shipped,2026-09-02 19:00:00
OL-000300184,ORD-00100061,CUST-002259,PROD-0632,6,2861.06,2026-09-02 12:00:00,delivered,2026-09-02 12:00:00
OL-000300185,ORD-00100061,CUST-002780,PROD-0131,4,2292.3,2026-09-02 13:00:00,shipped,2026-09-02 13:00:00
OL-000300186,ORD-00100062,CUST-003078,PROD-0485,3,2898.34,2026-09-02 14:00:00,delivered,2026-09-02 14:00:00
OL-000300187,ORD-00100062,CUST-002485,PROD-0708,6,1929.03,2026-09-02 15:00:00,delivered,2026-09-02 15:00:00
OL-000300188,ORD-00100062,CUST-000440,PROD-0628,6,4755.12,2026-09-02 16:00:00,shipped,2026-09-02 16:00:00
OL-000300189,ORD-00100063,CUST-000206,PROD-0715,6,4793.4,2026-09-02 17:00:00,delivered,2026-09-02 17:00:00
OL-000300190,ORD-00100063,CUST-000758,PROD-0794,6,2549.65,2026-09-02 18:00:00,delivered,2026-09-02 18:00:00
OL-000300191,ORD-00100063,CUST-000401,PROD-0221,2,3836.94,2026-09-02 19:00:00,delivered,2026-09-02 19:00:00
OL-000300192,ORD-00100064,CUST-001901,PROD-0722,8,4704.1,2026-09-02 08:00:00,delivered,2026-09-02 12:00:00
OL-000300193,ORD-00100064,CUST-000158,PROD-0406,2,1397.61,2026-09-02 09:00:00,delivered,2026-09-02 13:00:00
OL-000300194,ORD-00100064,CUST-000252,PROD-0697,4,2071.92,2026-09-02 10:00:00,placed,2026-09-02 14:00:00
OL-000300195,ORD-00100065,CUST-000186,PROD-0308,4,1651.92,2026-09-02 11:00:00,delivered,2026-09-02 15:00:00
OL-000300196,ORD-00100065,CUST-000167,PROD-0032,9,3293.02,2026-09-02 12:00:00,delivered,2026-09-02 16:00:00
OL-000300197,ORD-00100065,CUST-001301,PROD-0056,3,2983.2,2026-09-02 13:00:00,shipped,2026-09-02 17:00:00
OL-000300198,ORD-00100066,CUST-001380,PROD-0759,9,1296.2,2026-09-02 14:00:00,shipped,2026-09-02 18:00:00
OL-000300199,ORD-00100066,CUST-003724,PROD-0113,4,3274.08,2026-09-02 15:00:00,placed,2026-09-02 19:00:00
OL-000300200,ORD-00100066,CUST-003414,PROD-0288,8,3536.78,2026-09-02 16:00:00,delivered,2026-09-02 12:00:00
OL-000300201,ORD-00100067,CUST-002860,PROD-0585,7,161.61,2026-09-02 17:00:00,delivered,2026-09-02 13:00:00
OL-000300202,ORD-00100067,CUST-000309,PROD-0299,7,902.65,2026-09-02 18:00:00,shipped,2026-09-02 14:00:00
OL-000300203,ORD-00100067,CUST-003385,PROD-0630,6,3805.56,2026-09-02 19:00:00,delivered,2026-09-02 15:00:00
OL-000300204,ORD-00100068,CUST-001633,PROD-0866,8,335.93,2026-09-02 08:00:00,cancelled,2026-09-02 16:00:00
OL-000300205,ORD-00100068,CUST-001690,PROD-0406,2,640.97,2026-09-02 09:00:00,delivered,2026-09-02 17:00:00
OL-000300206,ORD-00100068,CUST-003877,PROD-0126,4,1796.94,2026-09-02 10:00:00,delivered,2026-09-02 18:00:00
OL-000300207,ORD-00100069,CUST-002392,PROD-0877,9,2478.51,2026-09-02 11:00:00,shipped,2026-09-02 19:00:00
OL-000300208,ORD-00100069,CUST-000296,PROD-0890,9,4347.63,2026-09-02 12:00:00,delivered,2026-09-02 12:00:00
OL-000300209,ORD-00100069,CUST-002671,PROD-0202,8,1012.78,2026-09-02 13:00:00,delivered,2026-09-02 13:00:00
OL-000300210,ORD-00100070,CUST-003580,PROD-0303,8,3863.88,2026-09-02 14:00:00,delivered,2026-09-02 14:00:00
